AUX 4,,,,,,,,,,,,,,,,,,,,,, 
,,,,,,,,,,,,,,,,,,,,,, 
No.,Punch No,System,Subsystem,Location / Area,Tag/Drawing/Line/Cable No.,Punch Description,Punch Category,Discipline,Action by,Originator,Issued Date,Closed Date,Punch Type,Note,Remarks,Submit to Owner,Punch Comment,File,RFI No,Report No.(Old),Target Date,Scope of Punch 
.,EGAT-RFI-EL-SB-04149.03,800.00,1304-12-20,PPL Aux Area,EGAT-HEC-1000-ELE-SCH-00002_1,Missing cable tag should be provided,C,EL,,Mr. Adam Siewiorek,2022-09-13,2023-05-08,Construction,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-04150.01,800.00,1304-12-20,PPL Aux Area,EGAT-HEC-1000-ELE-SCH-00002_1,Fire barriers have to be installed where the cable is passing the ewall,C,EL,,Mr. Adam Siewiorek,2022-09-13,2023-05-25,Construction,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-04150.02,800.00,1304-12-20,PPL Aux Area,EGAT-HEC-1000-ELE-SCH-00002_1,The cable from the cable tray to the equipment is to tie-up into the conduit or have to be clamping in the wall,C,EL,,Mr. Adam Siewiorek,2022-09-13,2023-05-25,Construction,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-04150.03,800.00,1304-12-20,PPL Aux Area,EGAT-HEC-1000-ELE-SCH-00002_1,Missing cable tag should be provided,C,EL,HEC EL Construction,Mr. Adam Siewiorek,2022-09-13,2023-05-17,Construction,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-04309.01,800.00,1304-12-20,Laboratory,V-SPL-E02-000-00000-00287,Interface test with ECMS not completed,C,EL,,Mr. Adam Siewiorek,2022-09-26,,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-04309.02,800.00,1304-12-20,Laboratory,V-SPL-E02-000-00000-00287,Panel roof to be repaired,C,EL,HEC EL Construction,Mr. Adam Siewiorek,2022-09-26,2023-05-05,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-04427.01,800.00,1304-12-20,Laboratory,EGAT-ELE-1000-ELE-DGA-00003_0,Actual site MCB is 16A but in the drawing it is 63A Clarify with HEC Design (41-PDP-002 & 41-PDP-003),C,EL,,Mr. Arkadiusz Tryniszewski,2022-09-29,2023-03-30,Construction,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-04696.01,800.00,1304-12-20,LABORATORY ROOF AREA,EGAT-HEC-1000-ELE-DLP-05006_5,EARTHING CONNECTION SHLOULD BE PROVIDED FOR CABLE TRAY,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2023-04-25,2023-05-09,Construction,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-04796.01,800.00,1304-12-20,Laboratory Building Roof,EGAT-HEC-1000-ELE-DLP-05006_5,Earthing connection should be provided for Cable Tray. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-10-18,2023-04-05,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05061.01,800.00,1304-12-20,Laboratory Bldg.,EAGT-HEC-1000-ELE-DLP-05006_Z0,"The Tag Should be provided for Normal & Emergency Lighting Fixture, JB & Socket Outlet (Recepticals}. ",C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-04-14,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05061.02,800.00,1304-12-20,Laboratory Bldg.,EAGT-HEC-1000-ELE-DLP-05006_Z0,Unused holes with the Socket Outlet(Recepticals) Square Boxes after updated revision need to be clerify. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-05-09,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05061.03,800.00,1304-12-20,Laboratory Bldg.,EAGT-HEC-1000-ELE-DLP-05006_Z0,Locker Room One Recepticals need to be replace. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-05-18,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05061.04,800.00,1304-12-20,Laboratory Bldg.,EAGT-HEC-1000-ELE-DLP-05006_Z0,Missing CNBOP Lighting fixture install in Toilet Area. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-04-14,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05061.05,800.00,1304-12-20,Laboratory Bldg.,EAGT-HEC-1000-ELE-DLP-05006_Z0,Drawing should be updated in the next revision,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-05-09,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05073.01,800.00,1304-12-20,Laboratory Bldg.,EGAT-HEC-1000-ELE-DLP-05006_Z0,The Tag Should be provided for Escape & Exit Lighting Fixture &JB. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-04-18,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05073.02,800.00,1304-12-20,Laboratory Bldg.,EGAT-HEC-1000-ELE-DLP-05006_Z0,Chemical Storage Room need to install Escape Light should be clerify with designer. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-05-10,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05073.03,800.00,1304-12-20,Laboratory Bldg.,EGAT-HEC-1000-ELE-DLP-05006_Z0,Emergency & Exit Light tag Colour Should be Changed.,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-04-04,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05074.01,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,All Escape & Exit Lighting Cable Tag Should be Provided.,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-04-14,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05074.02,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,All Escape & Exit lighting cables should not hang more than 500 mm from the junction box to the lighting fixture. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-04-14,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05074.03,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,Provide the fire stopper & Hilti stickers for the cable entry & exit points. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2022-11-04,2023-04-13,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05742.01,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,41-PDP-012 CKT no. -FZ3 Cable Termination & Loop Impedance Shall be done.,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2023-02-02,,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05742.02,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,"41-POP-014 CKT no. -FZ8,FZ9,FZ14,FZ17 Cable Termination & Loop Impedance Shall be done. ",C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2023-02-02,2023-03-23,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05742.03,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,"41-PDP-015 CKT no. -FZ10,FZ20 Cable Termination & loop Impedance Shall be done. ",C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2023-02-02,,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05742.04,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,41-PDP-018 CKT no. -FZ16 Cable Termination & Loop Impedance Shall be done. ,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2023-02-02,,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-05742.05,800.00,1304-12-20,LB-41,EGAT-HEC-1000-ELE-DLP-05006_Z0,41-PDP-013 CKT no. -FZ23 Cable Termination & Loop Impedance Shall be done.,C,EL,Shinbo Electrical Subcon.,Mr. Adam Siewiorek,2023-02-02,2023-05-09,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-06146.02,800.00,1304-12-20,Laboratory bldg,EGAT-HEC-1000-INC-DLP-50212_2,41-EEB-011 Broken glass should be replace & labelling should be correct.,C,EL,,Mr. Adam Zbroja,2023-01-26,2023-04-04,,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.01,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,All faults to be cleared from FACP.,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.02,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Tag no's missing for FH/FB outdoor.,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-15,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.03,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-FH-7903 volume temporarly reduced for SAT (dipswitch) -volume to be turned up.,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.04,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Tag no's decetors on the ceiling to be provided. ,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.05,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"Tag no's missing for Remote Indicators: 1000-SD-8006-RI, 7980-RI, 8060-RI.",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-06,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.06,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Loical numbers  for all devices to be provided.,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.07,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Tag no's missing for decetors and RI's in PP Balance Room (24).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-13,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.08,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Position of duct smoke detectors shell be visually signed on the ceiling (e.g. by red dot).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.09,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"Fire dampers 1000-LB41-MFD-001, 002 temporarly disabled for SAT (zones 3738-3739, outputs 3675-3676).",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.10,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-SD-7932: wrong sticker with tag no (7931).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-06,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.11,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-SD-7931: 7932: wrong sticker with tag no (7932).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-06,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.12,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-SD-8011: wrong sticker with tag no on RI (7911-RI).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-06,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.13,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-SD-8009:wrong sticker with tag no on RI (8011-RI).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-06,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.14,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"1000-SD-8024, 8034, 7976 gets fault after testing - to be cleared from dust.",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.15,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Power Supply 1000-LB41-PSU-0001 - Cable tag missing.,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-13,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.16,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"Fault output: FB-7912, 7913 is displayed after testing detectors in PDH Analyzing room (19)",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.17,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"Fault output: FB-7914,7915 is displayed after testing detectors in Air Lock -1.",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.18,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Fault output: FB-7916 is displayed after testing detectors in Shower M (10).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.19,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"Fault output: FB-7904,7905,7906 is displayed after testing detectors in Elec. Room (36).",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.20,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"Location descriptions on FACP to be corrected (for listed devices): - Air Lock Room-Air Lock-1 (1000-SD-7902, 7962), - MAC Conference R.- MAC Air Lock-1 (1000-MAC-7901), - Corridor CV-Corridor-1-CV (1000-SD-7963,7964,7973), - Corridor-Corridor-1(1000-SD-7906,7907,7908), - Locker R.F. Clear-Locker R.F. Clean (1000-SD-7974,7912), - Locker R.M. Clear-Locker R.M. Clean (1000-SD-7975, 7913), - Corridor-Corridor-1(1000-MAC-7902).",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.21,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-SD-7907-Location on FACP is displayed as ''CV'' (7907 is not CV detector).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.22,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-SD-7964-Location on FACP is displayed without ''CV'' (7964 is CV detector).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.23,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-SD-8060-Location on FACP is displayed with ''CV'' instead of ''AV'' (Access Void detector).,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.24,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,Glow in the dark plate missing for 1000-MAC-7907 in Electrical Room. ,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,2023-06-06,SAT,,,,,V,,,,Construction
.,EGAT-RFI-EL-SB-07025.25,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,1000-LB41-HCP-0001-FAS not connected to HVAC cabinet. ,C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-07025.26,800.00,1304-12-20,1000-LB-41 (Lab building),EGAT-HEC-1000-ELE-DLP-06004 ,"FAS connection with DCS (ESD signal), HVAC, etc. to be tested.",C,EL,HEC EL Construction,Mr. Adam Zbroja,2023-06-02,,SAT,,,,,,,,,Construction
.,EGAT-RFI-EL-SB-4310.01,800.00,1304-12-20,Laboratory,V-SPL-E02-000-00000-00292,Interface test with ECMS not completed.,C,EL,,Mr. Adam Siewiorek,2022-09-28,,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.02,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,F1 is missing in feeder A02.DA001(Manufacturer Scope),C,EL,,Mr. Adam Siewiorek,2022-09-28,2023-04-14,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.03,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,Q1 Contact is missing in feeder A04.BA001 (Manufacturer Scope),C,EL,,Mr. Adam Siewiorek,2022-09-28,2023-04-14,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.04,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,F1 is missing in feeder A05.LA001 (Manufacturer Scope),C,EL,,Mr. Adam Siewiorek,2022-09-28,2023-04-14,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.05,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,F1 is Incompatible in feeder A05.NA001 (Manufacturer Scope),C,EL,,Mr. Adam Siewiorek,2022-09-28,2023-04-14,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.06,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,Q1 Contact is missing in feeder A04.DA001 (Manufacturer Scope),C,EL,,Mr. Adam Siewiorek,2022-09-28,2023-04-14,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.07,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,F1 is Incompatible in feeder A05.QA001 (Manufacturer Scope),C,EL,,Mr. Adam Siewiorek,2022-09-28,2023-04-14,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.08,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,K2 Contact not working in feeder A06.FA001 (Manufacturer Scope),C,EL,,Mr. Adam Siewiorek,2022-09-28,2023-04-14,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-EL-SB-4310.09,800.00,1304-12-20,"Laboratory
",V-SPL-E02-000-00000-00292,"No settings to A05 Outgoing Feeders (CBS-001, CBS-002)",C,EL,,Mr. Adam Siewiorek,2022-09-28,,SAT,,,,SCAN CAT,V,,,,Construction
.,EGAT-RFI-HV-JW-00716.01,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be arrangment of pipes and cables in cable trays,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-12-21,Construction,,,,,V,EGAT-RFI-HV-JW-00716,,,Construction
.,EGAT-RFI-HV-JW-00716.02,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be provided statment of using nitrogen,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-07-07,Construction,,,,,V,EGAT-RFI-HV-JW-00716,,,Construction
.,EGAT-RFI-HV-JW-00716.03,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be assembly of clips for holding pipes,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-08-10,Construction,,,,,V,EGAT-RFI-HV-JW-00716,,,Construction
.,EGAT-RFI-HV-JW-00716.04,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be corrected crossing of pipes - Room 2 and 36,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-08-10,Construction,,,,,V,EGAT-RFI-HV-JW-00716,,,Construction
.,EGAT-RFI-HV-JW-00717.01,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be corrected clamps in cable trays,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-07-27,Construction,,,,,V,EGAT-RFI-HV-JW-00717,,,Construction
.,EGAT-RFI-HV-JW-00717.02,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be fixed sharp edges on cable trays,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-10-05,Construction,,,,,V,EGAT-RFI-HV-JW-00717,,,Construction
.,EGAT-RFI-HV-JW-00717.03,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be provided statment of using nitrogen,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-07-07,Construction,,,,,V,EGAT-RFI-HV-JW-00717,,,Construction
.,EGAT-RFI-HV-JW-00717.04,800.00,1304-12-20,1000-LB-41,RL/RG Installation,To be assembly of caps on profiles,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-06,2022-07-27,Construction,,,,,V,EGAT-RFI-HV-JW-00717,,,Construction
.,EGAT-RFI-HV-JW-00720.01,800.00,1304-12-20,1000-LB-41,"IA, PN, OW pipe installation",Location of connection (floor and wall) to check with Architecture Team. Lack of information about dimansions in the HVAC design ,C,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-06-04,2023-03-20,Construction,,,,SCAN CAT,V,EGAT-RFI-HV-JW-00720,,,Construction
.,EGAT-RFI-HV-JW-00815.01,800.00,1304-12-20,1000-LB-41,Vent Pipe Installation,To be assembled pipe sleeves on vents going thru wall,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-08,2022-12-16,Construction,,,,,V,EGAT-RFI-HV-JW-00815,,,Construction
.,EGAT-RFI-HV-JW-00832.01,800.00,1304-12-20,1000-LB-41,RL/RG Pipe Insulation,To be provided as-built dwg. including route change,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-08,2023-01-24,Construction,,,,,V,EGAT-RFI-HV-JW-00832,,,Construction
.,EGAT-RFI-HV-JW-00832.02,800.00,1304-12-20,1000-LB-41,RL/RG Pipe Insulation,To be sealed opens for cable tray with pipes acc. to detail,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-08,2022-12-02,Construction,,,,,V,EGAT-RFI-HV-JW-00832,,,Construction
.,EGAT-RFI-HV-JW-00836.01,800.00,1304-12-20,1000-LB-41,CTH Installation,Damaged paint coating,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-21,2023-01-23,Construction,,,,,V,EGAT-RFI-HV-JW-00836,,,Construction
.,EGAT-RFI-HV-JW-00836.02,800.00,1304-12-20,1000-LB-41,CTH Installation,Damaged air supply element,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-21,2023-01-23,Construction,,,,,V,EGAT-RFI-HV-JW-00836,,,Construction
.,EGAT-RFI-HV-JW-00836.03,800.00,1304-12-20,1000-LB-41,CTH Installation,Gap between unit elements,C,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-21,2023-05-22,Construction,,,,SCAN CAT,V,EGAT-RFI-HV-JW-00836,,,Construction
.,EGAT-RFI-HV-JW-00841.01,800.00,1304-12-20,1000-LB-41,Duct Installation ,Lack of revisions on ducts,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,2023-01-30,Construction,,,,,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.02,800.00,1304-12-20,1000-LB-41,Duct Installation ,Ducts are in collisions with other installations and support elements,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,2022-12-21,Construction,,,,,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.03,800.00,1304-12-20,1000-LB-41,Duct Installation ,Lack of connecting elements for flexible ducts,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,2022-12-16,Construction,,,,,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.04,800.00,1304-12-20,1000-LB-41,Duct Installation ,Lack of access to VD,C,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,,Construction,,,,SCAN CAT,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.05,800.00,1304-12-20,1000-LB-41,Duct Installation ,Lack of access to exhoust fan,C,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,,Construction,,,,SCAN CAT,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.06,800.00,1304-12-20,1000-LB-41,Duct Installation ,Lack of rubber at profiles - uninsulated ducts,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,2022-09-02,Construction,,,,,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.07,800.00,1304-12-20,1000-LB-41,Duct Installation ,To be corrected/ performed all passes thru wall,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,2023-01-19,Construction,,,,,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.08,800.00,1304-12-20,1000-LB-41,Duct Installation ,Lack of joint (wholes) for fume hood/ arm hood/ canopy hood,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,2022-12-16,Construction,,,,,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00841.09,800.00,1304-12-20,1000-LB-41,Duct Installation ,Routine/ level of ducts different than at the desing ,C,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-27,2023-02-03,Construction,,,,SCAN CAT,V,EGAT-RFI-HV-JW-00841,,,Construction
.,EGAT-RFI-HV-JW-00842.01,800.00,1304-12-20,1000-LB-41,Duct Support Installation,Ducts are in collisions with other installations and support elements,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-21,2022-12-21,Construction,,,,,V,EGAT-RFI-HV-JW-00842,,,Construction
.,EGAT-RFI-HV-JW-00844.01,800.00,1304-12-20,1000-LB-41,Duct Installation,Duct elements are not fitted,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-21,2022-08-18,Construction,,,,,V,EGAT-RFI-HV-JW-00844,,,Construction
.,EGAT-RFI-HV-JW-00844.02,800.00,1304-12-20,1000-LB-41,Duct Installation,Corrosion on ducts,B,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-21,2023-01-20,Construction,,'Punch Category' changed A -> B (2022-09-28) evidence attached,,,V,EGAT-RFI-HV-JW-00844,,,Construction
.,EGAT-RFI-HV-JW-00844.03,800.00,1304-12-20,1000-LB-41,Duct Installation,Screw need to be replaced with stainless screw,A,HV,HEC HV Construction,Mr. Jerzy Wegner,2022-07-21,2022-08-18,Construction,,,,,V,EGAT-RFI-HV-JW-00844,,,Construction
